player,runs,mins,balls,fours,sixes,sr,batting,opposition,ground,date
AM Rahane (INDIA),5,18,15,0,0,33.33,1,v Australia,Chennai,17/09/17
RG Sharma (INDIA),28,81,44,3,0,63.63,1,v Australia,Chennai,17/09/17
V Kohli (INDIA),0,7,4,0,0,0,1,v Australia,Chennai,17/09/17
MK Pandey (INDIA),0,4,2,0,0,0,1,v Australia,Chennai,17/09/17
KM Jadhav (INDIA),40,72,54,5,0,74.07,1,v Australia,Chennai,17/09/17
MS Dhoni (INDIA),79,152,88,4,2,89.77,1,v Australia,Chennai,17/09/17
HH Pandya (INDIA),83,86,66,5,5,125.75,1,v Australia,Chennai,17/09/17
DA Warner (AUSTRALIA),25,47,28,2,0,89.28,2,v India,Chennai,17/09/17
HWR Cartwright (AUSTRALIA),1,15,8,0,0,12.5,2,v India,Chennai,17/09/17
SPD Smith (AUSTRALIA),1,8,5,0,0,20,2,v India,Chennai,17/09/17
TM Head (AUSTRALIA),5,6,6,0,0,83.33,2,v India,Chennai,17/09/17
GJ Maxwell (AUSTRALIA),39,25,18,3,4,216.66,2,v India,Chennai,17/09/17
MP Stoinis (AUSTRALIA),3,28,10,0,0,30,2,v India,Chennai,17/09/17
MS Wade (AUSTRALIA),9,17,10,1,0,90,2,v India,Chennai,17/09/17
AM Rahane (INDIA),55,110,64,7,0,85.93,1,v Australia,Kolkata,21/09/17
RG Sharma (INDIA),7,24,14,1,0,50,1,v Australia,Kolkata,21/09/17
V Kohli (INDIA),92,148,107,8,0,85.98,1,v Australia,Kolkata,21/09/17
MK Pandey (INDIA),3,14,13,0,0,23.07,1,v Australia,Kolkata,21/09/17
KM Jadhav (INDIA),24,36,24,2,1,100,1,v Australia,Kolkata,21/09/17
MS Dhoni (INDIA),5,19,10,1,0,50,1,v Australia,Kolkata,21/09/17
HH Pandya (INDIA),20,56,26,2,0,76.92,1,v Australia,Kolkata,21/09/17
HWR Cartwright (AUSTRALIA),1,12,15,0,0,6.66,2,v India,Kolkata,21/09/17
DA Warner (AUSTRALIA),1,22,9,0,0,11.11,2,v India,Kolkata,21/09/17
SPD Smith (AUSTRALIA),59,118,76,8,0,77.63,2,v India,Kolkata,21/09/17
TM Head (AUSTRALIA),39,57,39,5,0,100,2,v India,Kolkata,21/09/17
GJ Maxwell (AUSTRALIA),14,21,18,0,2,77.77,2,v India,Kolkata,21/09/17
MP Stoinis (AUSTRALIA),62*,97,65,6,3,95.38,2,v India,Kolkata,21/09/17
MS Wade (AUSTRALIA),2,16,8,0,0,25,2,v India,Kolkata,21/09/17
DA Warner (AUSTRALIA),42,59,44,4,1,95.45,1,v India,Indore,24/09/17
AJ Finch (AUSTRALIA),124,154,125,12,5,99.2,1,v India,Indore,24/09/17
SPD Smith (AUSTRALIA),63,111,71,5,0,88.73,1,v India,Indore,24/09/17
GJ Maxwell (AUSTRALIA),5,18,13,0,0,38.46,1,v India,Indore,24/09/17
TM Head (AUSTRALIA),4,18,6,0,0,66.66,1,v India,Indore,24/09/17
MP Stoinis (AUSTRALIA),27*,42,28,1,1,96.42,1,v India,Indore,24/09/17
PSP Handscomb (AUSTRALIA),3,13,7,0,0,42.85,1,v India,Indore,24/09/17
AM Rahane (INDIA),70,103,76,9,0,92.1,2,v Australia,Indore,24/09/17
RG Sharma (INDIA),71,94,62,6,4,114.51,2,v Australia,Indore,24/09/17
V Kohli (INDIA),28,58,35,2,0,80,2,v Australia,Indore,24/09/17
HH Pandya (INDIA),78,98,72,5,4,108.33,2,v Australia,Indore,24/09/17
KM Jadhav (INDIA),2,3,4,0,0,50,2,v Australia,Indore,24/09/17
MK Pandey (INDIA),36*,44,32,6,0,112.5,2,v Australia,Indore,24/09/17
MS Dhoni (INDIA),3*,9,6,0,0,50,2,v Australia,Indore,24/09/17
AJ Finch (AUSTRALIA),94,140,96,10,3,97.91,1,v India,Bengaluru,28/09/17
DA Warner (AUSTRALIA),124,134,119,12,4,104.2,1,v India,Bengaluru,28/09/17
TM Head (AUSTRALIA),29,55,38,1,1,76.31,1,v India,Bengaluru,28/09/17
SPD Smith (AUSTRALIA),3,5,5,0,0,60,1,v India,Bengaluru,28/09/17
PSP Handscomb (AUSTRALIA),43,54,30,3,1,143.33,1,v India,Bengaluru,28/09/17
MP Stoinis (AUSTRALIA),15*,17,9,1,1,166.66,1,v India,Bengaluru,28/09/17
MS Wade (AUSTRALIA),3*,6,3,0,0,100,1,v India,Bengaluru,28/09/17
AM Rahane (INDIA),53,75,66,6,1,80.3,2,v Australia,Bengaluru,28/09/17
RG Sharma (INDIA),65,93,55,1,5,118.18,2,v Australia,Bengaluru,28/09/17
V Kohli (INDIA),21,23,21,3,0,100,2,v Australia,Bengaluru,28/09/17
HH Pandya (INDIA),41,64,40,1,3,102.5,2,v Australia,Bengaluru,28/09/17
KM Jadhav (INDIA),67,95,69,7,1,97.1,2,v Australia,Bengaluru,28/09/17
MK Pandey (INDIA),33,40,25,3,1,132,2,v Australia,Bengaluru,28/09/17
MS Dhoni (INDIA),13,12,10,1,1,130,2,v Australia,Bengaluru,28/09/17
DA Warner (AUSTRALIA),53,91,62,5,0,85.48,1,v India,Nagpur,01/10/17
AJ Finch (AUSTRALIA),32,46,36,6,0,88.88,1,v India,Nagpur,01/10/17
SPD Smith (AUSTRALIA),16,31,25,1,0,64,1,v India,Nagpur,01/10/17
PSP Handscomb (AUSTRALIA),13,19,17,0,0,76.47,1,v India,Nagpur,01/10/17
TM Head (AUSTRALIA),42,78,59,4,0,71.18,1,v India,Nagpur,01/10/17
MP Stoinis (AUSTRALIA),46,79,63,4,1,73.01,1,v India,Nagpur,01/10/17
MS Wade (AUSTRALIA),20,29,18,0,1,111.11,1,v India,Nagpur,01/10/17
AM Rahane (INDIA),61,93,74,7,0,82.43,2,v Australia,Nagpur,01/10/17
RG Sharma (INDIA),125,165,109,11,5,114.67,2,v Australia,Nagpur,01/10/17
V Kohli (INDIA),39,73,55,2,0,70.9,2,v Australia,Nagpur,01/10/17
KM Jadhav (INDIA),5*,14,8,1,0,62.5,2,v Australia,Nagpur,01/10/17
MK Pandey (INDIA),11*,12,11,2,0,100,2,v Australia,Nagpur,01/10/17
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Australia,Nagpur,01/10/17
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v Australia,Nagpur,01/10/17
RG Sharma (INDIA),20,27,18,0,2,111.11,1,v New Zealand,Mumbai,22/10/17
S Dhawan (INDIA),9,15,12,1,0,75,1,v New Zealand,Mumbai,22/10/17
V Kohli (INDIA),121,203,125,9,2,96.8,1,v New Zealand,Mumbai,22/10/17
KM Jadhav (INDIA),12,41,25,1,0,48,1,v New Zealand,Mumbai,22/10/17
KD Karthik (INDIA),37,58,47,4,0,78.72,1,v New Zealand,Mumbai,22/10/17
MS Dhoni (INDIA),25,54,42,2,0,59.52,1,v New Zealand,Mumbai,22/10/17
HH Pandya (INDIA),16,18,16,1,1,100,1,v New Zealand,Mumbai,22/10/17
RG Sharma (INDIA),7,17,19,1,0,36.84,2,v New Zealand,Pune,25/10/17
S Dhawan (INDIA),68,125,84,5,2,80.95,2,v New Zealand,Pune,25/10/17
V Kohli (INDIA),29,40,29,3,1,100,2,v New Zealand,Pune,25/10/17
KD Karthik (INDIA),64*,138,92,4,0,69.56,2,v New Zealand,Pune,25/10/17
HH Pandya (INDIA),30,48,31,2,1,96.77,2,v New Zealand,Pune,25/10/17
MS Dhoni (INDIA),18*,22,21,3,0,85.71,2,v New Zealand,Pune,25/10/17
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Pune,25/10/17
RG Sharma (INDIA),147,168,138,18,2,106.52,1,v New Zealand,Kanpur,29/10/17
S Dhawan (INDIA),14,29,20,3,0,70,1,v New Zealand,Kanpur,29/10/17
V Kohli (INDIA),113,166,106,9,1,106.6,1,v New Zealand,Kanpur,29/10/17
HH Pandya (INDIA),8,9,6,1,0,133.33,1,v New Zealand,Kanpur,29/10/17
MS Dhoni (INDIA),25,29,17,3,0,147.05,1,v New Zealand,Kanpur,29/10/17
KM Jadhav (INDIA),18,16,10,1,1,180,1,v New Zealand,Kanpur,29/10/17
KD Karthik (INDIA),4*,4,3,0,0,133.33,1,v New Zealand,Kanpur,29/10/17
RG Sharma (INDIA),2,19,13,0,0,15.38,1,v Sri Lanka,Dharamsala,10/12/17
S Dhawan (INDIA),0,8,6,0,0,0,1,v Sri Lanka,Dharamsala,10/12/17
SS Iyer (INDIA),9,60,27,1,0,33.33,1,v Sri Lanka,Dharamsala,10/12/17
KD Karthik (INDIA),0,22,18,0,0,0,1,v Sri Lanka,Dharamsala,10/12/17
MK Pandey (INDIA),2,21,15,0,0,13.33,1,v Sri Lanka,Dharamsala,10/12/17
MS Dhoni (INDIA),65,129,87,10,2,74.71,1,v Sri Lanka,Dharamsala,10/12/17
HH Pandya (INDIA),10,11,10,2,0,100,1,v Sri Lanka,Dharamsala,10/12/17
RG Sharma (INDIA),208*,212,153,13,12,135.94,1,v Sri Lanka,Mohali,13/12/17
S Dhawan (INDIA),68,87,67,9,0,101.49,1,v Sri Lanka,Mohali,13/12/17
SS Iyer (INDIA),88,99,70,9,2,125.71,1,v Sri Lanka,Mohali,13/12/17
MS Dhoni (INDIA),7,11,5,0,1,140,1,v Sri Lanka,Mohali,13/12/17
HH Pandya (INDIA),8,12,5,1,0,160,1,v Sri Lanka,Mohali,13/12/17
KD Karthik (INDIA),DNB,-0,-0,-0,-0,-0,1,v Sri Lanka,Mohali,13/12/17
MK Pandey (INDIA),DNB,-0,-0,-0,-0,-0,1,v Sri Lanka,Mohali,13/12/17
RG Sharma (INDIA),7,14,14,0,1,50,2,v Sri Lanka,Visakhapatnam,17/12/17
S Dhawan (INDIA),100*,140,85,13,2,117.64,2,v Sri Lanka,Visakhapatnam,17/12/17
SS Iyer (INDIA),65,82,63,8,1,103.17,2,v Sri Lanka,Visakhapatnam,17/12/17
KD Karthik (INDIA),26*,42,31,3,0,83.87,2,v Sri Lanka,Visakhapatnam,17/12/17
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Visakhapatnam,17/12/17
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Visakhapatnam,17/12/17
MK Pandey (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Visakhapatnam,17/12/17
AJ Finch (AUSTRALIA),107,138,119,10,3,89.91,1,v England,Melbourne,14/01/18
DA Warner (AUSTRALIA),2,8,5,0,0,40,1,v England,Melbourne,14/01/18
SPD Smith (AUSTRALIA),23,41,18,3,0,127.77,1,v England,Melbourne,14/01/18
TM Head (AUSTRALIA),5,14,8,1,0,62.5,1,v England,Melbourne,14/01/18
MR Marsh (AUSTRALIA),50,89,68,2,2,73.52,1,v England,Melbourne,14/01/18
MP Stoinis (AUSTRALIA),60,55,40,5,2,150,1,v England,Melbourne,14/01/18
TD Paine (AUSTRALIA),27,56,31,3,0,87.09,1,v England,Melbourne,14/01/18
DA Warner (AUSTRALIA),35,-0,40,5,0,87.5,1,v England,Brisbane,19/01/18
AJ Finch (AUSTRALIA),106,-0,114,9,1,92.98,1,v England,Brisbane,19/01/18
SPD Smith (AUSTRALIA),18,-0,25,0,1,72,1,v England,Brisbane,19/01/18
TM Head (AUSTRALIA),7,-0,18,0,0,38.88,1,v England,Brisbane,19/01/18
MR Marsh (AUSTRALIA),36,-0,43,3,0,83.72,1,v England,Brisbane,19/01/18
MP Stoinis (AUSTRALIA),4,-0,6,0,0,66.66,1,v England,Brisbane,19/01/18
CL White (AUSTRALIA),15*,-0,21,0,0,71.42,1,v England,Brisbane,19/01/18
AJ Finch (AUSTRALIA),62,-0,53,3,3,116.98,2,v England,Sydney,21/01/18
DA Warner (AUSTRALIA),8,-0,10,2,0,80,2,v England,Sydney,21/01/18
CL White (AUSTRALIA),17,-0,25,3,0,68,2,v England,Sydney,21/01/18
SPD Smith (AUSTRALIA),45,-0,66,1,0,68.18,2,v England,Sydney,21/01/18
MR Marsh (AUSTRALIA),55,-0,66,4,0,83.33,2,v England,Sydney,21/01/18
MP Stoinis (AUSTRALIA),56,-0,43,3,2,130.23,2,v England,Sydney,21/01/18
TD Paine (AUSTRALIA),31*,-0,35,1,0,88.57,2,v England,Sydney,21/01/18
DA Warner (AUSTRALIA),13,-0,11,2,0,118.18,2,v England,Adelaide,26/01/18
TM Head (AUSTRALIA),96,-0,107,15,0,89.71,2,v England,Adelaide,26/01/18
CL White (AUSTRALIA),3,-0,7,0,0,42.85,2,v England,Adelaide,26/01/18
SPD Smith (AUSTRALIA),4,-0,16,0,0,25,2,v England,Adelaide,26/01/18
MR Marsh (AUSTRALIA),32,-0,30,3,1,106.66,2,v England,Adelaide,26/01/18
MP Stoinis (AUSTRALIA),14,-0,11,3,0,127.27,2,v England,Adelaide,26/01/18
TD Paine (AUSTRALIA),25*,-0,31,2,0,80.64,2,v England,Adelaide,26/01/18
DA Warner (AUSTRALIA),15,-0,11,2,0,136.36,2,v England,Perth,28/01/18
TM Head (AUSTRALIA),22,-0,30,2,0,73.33,2,v England,Perth,28/01/18
MP Stoinis (AUSTRALIA),87,-0,99,6,4,87.87,2,v England,Perth,28/01/18
SPD Smith (AUSTRALIA),12,-0,23,0,0,52.17,2,v England,Perth,28/01/18
MR Marsh (AUSTRALIA),13,-0,11,2,0,118.18,2,v England,Perth,28/01/18
GJ Maxwell (AUSTRALIA),34,-0,39,3,1,87.17,2,v England,Perth,28/01/18
TD Paine (AUSTRALIA),34,-0,44,2,1,77.27,2,v England,Perth,28/01/18
RG Sharma (INDIA),20,25,30,2,1,66.66,2,v South Africa,Durban,01/02/18
S Dhawan (INDIA),35,53,29,6,0,120.68,2,v South Africa,Durban,01/02/18
V Kohli (INDIA),112,164,119,10,0,94.11,2,v South Africa,Durban,01/02/18
AM Rahane (INDIA),79,126,86,5,2,91.86,2,v South Africa,Durban,01/02/18
HH Pandya (INDIA),3*,15,6,0,0,50,2,v South Africa,Durban,01/02/18
MS Dhoni (INDIA),4*,5,3,1,0,133.33,2,v South Africa,Durban,01/02/18
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Durban,01/02/18
RG Sharma (INDIA),15,19,17,2,1,88.23,2,v South Africa,Centurion,04/02/18
S Dhawan (INDIA),51*,84,56,9,0,91.07,2,v South Africa,Centurion,04/02/18
V Kohli (INDIA),46*,64,50,4,1,92,2,v South Africa,Centurion,04/02/18
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,04/02/18
AM Rahane (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,04/02/18
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,04/02/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,04/02/18
RG Sharma (INDIA),0,4,6,0,0,0,1,v South Africa,Cape Town,07/02/18
S Dhawan (INDIA),76,105,63,12,0,120.63,1,v South Africa,Cape Town,07/02/18
V Kohli (INDIA),160*,220,159,12,2,100.62,1,v South Africa,Cape Town,07/02/18
AM Rahane (INDIA),11,16,13,0,0,84.61,1,v South Africa,Cape Town,07/02/18
HH Pandya (INDIA),14,21,15,0,1,93.33,1,v South Africa,Cape Town,07/02/18
MS Dhoni (INDIA),10,38,22,0,0,45.45,1,v South Africa,Cape Town,07/02/18
KM Jadhav (INDIA),1,6,3,0,0,33.33,1,v South Africa,Cape Town,07/02/18
RG Sharma (INDIA),5,19,13,1,0,38.46,1,v South Africa,Johannesburg,10/02/18
S Dhawan (INDIA),109,163,105,10,2,103.8,1,v South Africa,Johannesburg,10/02/18
V Kohli (INDIA),75,119,83,7,1,90.36,1,v South Africa,Johannesburg,10/02/18
AM Rahane (INDIA),8,30,15,1,0,53.33,1,v South Africa,Johannesburg,10/02/18
SS Iyer (INDIA),18,39,21,2,0,85.71,1,v South Africa,Johannesburg,10/02/18
MS Dhoni (INDIA),42*,66,43,3,1,97.67,1,v South Africa,Johannesburg,10/02/18
HH Pandya (INDIA),9,17,13,1,0,69.23,1,v South Africa,Johannesburg,10/02/18
S Dhawan (INDIA),34,30,23,8,0,147.82,1,v South Africa,Port Elizabeth,13/02/18
RG Sharma (INDIA),115,179,126,11,4,91.26,1,v South Africa,Port Elizabeth,13/02/18
V Kohli (INDIA),36,76,54,2,0,66.66,1,v South Africa,Port Elizabeth,13/02/18
AM Rahane (INDIA),8,25,18,0,0,44.44,1,v South Africa,Port Elizabeth,13/02/18
SS Iyer (INDIA),30,57,37,2,0,81.08,1,v South Africa,Port Elizabeth,13/02/18
HH Pandya (INDIA),0,1,1,0,0,0,1,v South Africa,Port Elizabeth,13/02/18
MS Dhoni (INDIA),13,28,17,1,0,76.47,1,v South Africa,Port Elizabeth,13/02/18
S Dhawan (INDIA),18,56,34,2,0,52.94,2,v South Africa,Centurion,16/02/18
RG Sharma (INDIA),15,14,13,3,0,115.38,2,v South Africa,Centurion,16/02/18
V Kohli (INDIA),129*,123,96,19,2,134.37,2,v South Africa,Centurion,16/02/18
AM Rahane (INDIA),34*,81,50,3,0,68,2,v South Africa,Centurion,16/02/18
SS Iyer (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,16/02/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,16/02/18
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v South Africa,Centurion,16/02/18
AJ Finch (AUSTRALIA),19,39,24,2,0,79.16,1,v England,The Oval,13/06/18
TM Head (AUSTRALIA),5,8,4,0,0,125,1,v England,The Oval,13/06/18
SE Marsh (AUSTRALIA),24,39,30,4,0,80,1,v England,The Oval,13/06/18
MP Stoinis (AUSTRALIA),22,42,32,0,1,68.75,1,v England,The Oval,13/06/18
TD Paine (AUSTRALIA),12,20,19,1,0,63.15,1,v England,The Oval,13/06/18
GJ Maxwell (AUSTRALIA),62,73,64,4,2,96.87,1,v England,The Oval,13/06/18
AC Agar (AUSTRALIA),40,80,62,4,0,64.51,1,v England,The Oval,13/06/18
TM Head (AUSTRALIA),19,17,15,3,1,126.66,2,v England,Cardiff,16/06/18
DJM Short (AUSTRALIA),21,61,33,2,0,63.63,2,v England,Cardiff,16/06/18
SE Marsh (AUSTRALIA),131,178,116,10,3,112.93,2,v England,Cardiff,16/06/18
MP Stoinis (AUSTRALIA),9,21,18,0,0,50,2,v England,Cardiff,16/06/18
AJ Finch (AUSTRALIA),0,6,4,0,0,0,2,v England,Cardiff,16/06/18
GJ Maxwell (AUSTRALIA),31,38,34,4,0,91.17,2,v England,Cardiff,16/06/18
AC Agar (AUSTRALIA),46,50,42,7,0,109.52,2,v England,Cardiff,16/06/18
DJM Short (AUSTRALIA),15,-0,12,1,1,125,2,v England,Nottingham,19/06/18
TM Head (AUSTRALIA),51,-0,39,7,0,130.76,2,v England,Nottingham,19/06/18
SE Marsh (AUSTRALIA),24,-0,30,0,1,80,2,v England,Nottingham,19/06/18
MP Stoinis (AUSTRALIA),44,-0,37,4,1,118.91,2,v England,Nottingham,19/06/18
AJ Finch (AUSTRALIA),20,-0,19,0,2,105.26,2,v England,Nottingham,19/06/18
GJ Maxwell (AUSTRALIA),19,-0,19,1,1,100,2,v England,Nottingham,19/06/18
TD Paine (AUSTRALIA),5,-0,9,0,0,55.55,2,v England,Nottingham,19/06/18
AJ Finch (AUSTRALIA),100,-0,106,6,3,94.33,1,v England,Chester-le-Street,21/06/18
TM Head (AUSTRALIA),63,-0,64,9,0,98.43,1,v England,Chester-le-Street,21/06/18
SE Marsh (AUSTRALIA),101,-0,92,5,4,109.78,1,v England,Chester-le-Street,21/06/18
MP Stoinis (AUSTRALIA),1,-0,2,0,0,50,1,v England,Chester-le-Street,21/06/18
AC Agar (AUSTRALIA),19,-0,15,3,0,126.66,1,v England,Chester-le-Street,21/06/18
AT Carey (AUSTRALIA),6,-0,5,1,0,120,1,v England,Chester-le-Street,21/06/18
TD Paine (AUSTRALIA),3,-0,5,0,0,60,1,v England,Chester-le-Street,21/06/18
AJ Finch (AUSTRALIA),22,-0,17,3,1,129.41,1,v England,Manchester,24/06/18
TM Head (AUSTRALIA),56,-0,42,9,0,133.33,1,v England,Manchester,24/06/18
MP Stoinis (AUSTRALIA),0,-0,2,0,0,0,1,v England,Manchester,24/06/18
SE Marsh (AUSTRALIA),8,-0,12,0,0,66.66,1,v England,Manchester,24/06/18
AT Carey (AUSTRALIA),44,-0,40,5,1,110,1,v England,Manchester,24/06/18
TD Paine (AUSTRALIA),1,-0,2,0,0,50,1,v England,Manchester,24/06/18
DJM Short (AUSTRALIA),47*,-0,52,4,0,90.38,1,v England,Manchester,24/06/18
RG Sharma (INDIA),137*,-0,114,15,4,120.17,2,v England,Nottingham,12/07/18
S Dhawan (INDIA),40,-0,27,8,0,148.14,2,v England,Nottingham,12/07/18
V Kohli (INDIA),75,-0,82,7,0,91.46,2,v England,Nottingham,12/07/18
KL Rahul (INDIA),9*,-0,18,0,0,50,2,v England,Nottingham,12/07/18
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v England,Nottingham,12/07/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v England,Nottingham,12/07/18
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v England,Nottingham,12/07/18
RG Sharma (INDIA),15,-0,26,2,0,57.69,2,v England,Lord's,14/07/18
S Dhawan (INDIA),36,-0,30,6,0,120,2,v England,Lord's,14/07/18
V Kohli (INDIA),45,-0,56,2,0,80.35,2,v England,Lord's,14/07/18
KL Rahul (INDIA),0,-0,2,0,0,0,2,v England,Lord's,14/07/18
SK Raina (INDIA),46,-0,63,1,0,73.01,2,v England,Lord's,14/07/18
MS Dhoni (INDIA),37,-0,59,2,0,62.71,2,v England,Lord's,14/07/18
HH Pandya (INDIA),21,-0,22,1,0,95.45,2,v England,Lord's,14/07/18
RG Sharma (INDIA),2,24,18,0,0,11.11,1,v England,Leeds,17/07/18
S Dhawan (INDIA),44,75,49,7,0,89.79,1,v England,Leeds,17/07/18
V Kohli (INDIA),71,98,72,8,0,98.61,1,v England,Leeds,17/07/18
KD Karthik (INDIA),21,26,22,3,0,95.45,1,v England,Leeds,17/07/18
MS Dhoni (INDIA),42,90,66,4,0,63.63,1,v England,Leeds,17/07/18
SK Raina (INDIA),1,7,4,0,0,25,1,v England,Leeds,17/07/18
HH Pandya (INDIA),21,29,21,2,0,100,1,v England,Leeds,17/07/18
RG Sharma (INDIA),23,-0,22,4,0,104.54,1,v Hong Kong,Dubai (DSC),18/09/18
S Dhawan (INDIA),127,-0,120,15,2,105.83,1,v Hong Kong,Dubai (DSC),18/09/18
AT Rayudu (INDIA),60,-0,70,3,2,85.71,1,v Hong Kong,Dubai (DSC),18/09/18
KD Karthik (INDIA),33,-0,38,3,0,86.84,1,v Hong Kong,Dubai (DSC),18/09/18
MS Dhoni (INDIA),0,-0,3,0,0,0,1,v Hong Kong,Dubai (DSC),18/09/18
KM Jadhav (INDIA),28*,-0,27,0,1,103.7,1,v Hong Kong,Dubai (DSC),18/09/18
B Kumar (INDIA),9,-0,18,0,0,50,1,v Hong Kong,Dubai (DSC),18/09/18
RG Sharma (INDIA),52,-0,39,6,3,133.33,2,v Pakistan,Dubai (DSC),19/09/18
S Dhawan (INDIA),46,-0,54,6,1,85.18,2,v Pakistan,Dubai (DSC),19/09/18
AT Rayudu (INDIA),31*,-0,46,3,0,67.39,2,v Pakistan,Dubai (DSC),19/09/18
KD Karthik (INDIA),31*,-0,37,2,1,83.78,2,v Pakistan,Dubai (DSC),19/09/18
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),19/09/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),19/09/18
HH Pandya (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),19/09/18
RG Sharma (INDIA),83*,-0,104,5,3,79.8,2,v Bangladesh,Dubai (DSC),21/09/18
S Dhawan (INDIA),40,-0,47,4,1,85.1,2,v Bangladesh,Dubai (DSC),21/09/18
AT Rayudu (INDIA),13,-0,28,1,0,46.42,2,v Bangladesh,Dubai (DSC),21/09/18
MS Dhoni (INDIA),33,-0,37,3,0,89.18,2,v Bangladesh,Dubai (DSC),21/09/18
KD Karthik (INDIA),1*,-0,3,0,0,33.33,2,v Bangladesh,Dubai (DSC),21/09/18
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v Bangladesh,Dubai (DSC),21/09/18
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Bangladesh,Dubai (DSC),21/09/18
RG Sharma (INDIA),111*,-0,119,7,4,93.27,2,v Pakistan,Dubai (DSC),23/09/18
S Dhawan (INDIA),114,-0,100,16,2,114,2,v Pakistan,Dubai (DSC),23/09/18
AT Rayudu (INDIA),12*,-0,18,1,0,66.66,2,v Pakistan,Dubai (DSC),23/09/18
KM Jadhav (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),23/09/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),23/09/18
Kuldeep Yadav (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),23/09/18
KD Karthik (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Dubai (DSC),23/09/18
KL Rahul (INDIA),60,-0,66,5,1,90.9,2,v Afghanistan,Dubai (DSC),25/09/18
AT Rayudu (INDIA),57,-0,49,4,4,116.32,2,v Afghanistan,Dubai (DSC),25/09/18
KD Karthik (INDIA),44,-0,66,4,0,66.66,2,v Afghanistan,Dubai (DSC),25/09/18
MS Dhoni (INDIA),8,-0,17,0,0,47.05,2,v Afghanistan,Dubai (DSC),25/09/18
MK Pandey (INDIA),8,-0,15,0,0,53.33,2,v Afghanistan,Dubai (DSC),25/09/18
KM Jadhav (INDIA),19,-0,26,2,0,73.07,2,v Afghanistan,Dubai (DSC),25/09/18
RA Jadeja (INDIA),25,-0,34,1,0,73.52,2,v Afghanistan,Dubai (DSC),25/09/18
RG Sharma (INDIA),48,-0,55,3,3,87.27,2,v Bangladesh,Dubai (DSC),28/09/18
S Dhawan (INDIA),15,-0,14,3,0,107.14,2,v Bangladesh,Dubai (DSC),28/09/18
AT Rayudu (INDIA),2,-0,7,0,0,28.57,2,v Bangladesh,Dubai (DSC),28/09/18
KD Karthik (INDIA),37,-0,61,1,1,60.65,2,v Bangladesh,Dubai (DSC),28/09/18
MS Dhoni (INDIA),36,-0,67,3,0,53.73,2,v Bangladesh,Dubai (DSC),28/09/18
KM Jadhav (INDIA),23*,-0,27,1,1,85.18,2,v Bangladesh,Dubai (DSC),28/09/18
RA Jadeja (INDIA),23,-0,33,1,0,69.69,2,v Bangladesh,Dubai (DSC),28/09/18
RG Sharma (INDIA),152*,-0,117,15,8,129.91,2,v West Indies,Guwahati,21/10/18
S Dhawan (INDIA),4,-0,6,1,0,66.66,2,v West Indies,Guwahati,21/10/18
V Kohli (INDIA),140,-0,107,21,2,130.84,2,v West Indies,Guwahati,21/10/18
AT Rayudu (INDIA),22*,-0,26,1,1,84.61,2,v West Indies,Guwahati,21/10/18
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Guwahati,21/10/18
RR Pant (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Guwahati,21/10/18
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Guwahati,21/10/18
